row,rt,final_value,start_value,time_elapsed,subject,facial_expressions,skinTone,starting_color,difference
289,NULL,NULL,NULL,3368,5bc284ea7301b10001f75aac,frown,medium,NULL,NULL
290,28422.4,0.587663,0.737663,31797,5bc284ea7301b10001f75aac,frown,medium,NULL,NULL
291,11293.8,0.635656,0.135656,43092,5bc284ea7301b10001f75aac,frown,medium,dim,-4.03441
292,7836.47,0.687089,0.437089,50930,5bc284ea7301b10001f75aac,frown,medium,dim,1.10887
293,7781.12,0.682207,0.807207,58713,5bc284ea7301b10001f75aac,frown,medium,bright,1.52073
294,2612.61,0.677696,0.727696,61326,5bc284ea7301b10001f75aac,frown,medium,bright,1.06956
295,5672.52,0.694749,0.319749,67000,5bc284ea7301b10001f75aac,frown,medium,dim,1.87487
296,4590.27,0.716572,0.791572,71591,5bc284ea7301b10001f75aac,frown,medium,bright,4.05717
297,NULL,NULL,NULL,4723,5c3ddceb337ac90001a4e681,smile,dark,NULL,NULL
298,22452.6,0.478319,0.128319,27181,5c3ddceb337ac90001a4e681,smile,dark,NULL,NULL
299,18091.9,0.475232,0.150232,45278,5c3ddceb337ac90001a4e681,smile,dark,dim,-1.47676
300,4632.87,0.446843,0.496843,49914,5c3ddceb337ac90001a4e681,smile,dark,bright,-4.31567
301,9679.33,0.486133,0.536133,59595,5c3ddceb337ac90001a4e681,smile,dark,bright,-2.38675
302,10767.8,0.474274,0.0742736,70366,5c3ddceb337ac90001a4e681,smile,dark,dim,-3.57264
303,19783.4,0.451207,0.651207,90152,5c3ddceb337ac90001a4e681,smile,dark,bright,-6.87927
304,11322.8,0.449906,0.224906,101477,5c3ddceb337ac90001a4e681,smile,dark,dim,-7.00944
305,NULL,NULL,NULL,3076,5c4807e2ec38be0001b19ae1,frown,dark,NULL,NULL
306,16077.2,0.58253,0.28253,19157,5c4807e2ec38be0001b19ae1,frown,dark,NULL,NULL
307,8406.66,0.508743,0.333743,27567,5c4807e2ec38be0001b19ae1,frown,dark,dim,-0.125708
308,8303.59,0.465434,0.365433,35873,5c4807e2ec38be0001b19ae1,frown,dark,dim,-5.45665
309,7627.82,0.555061,0.780061,43503,5c4807e2ec38be0001b19ae1,frown,dark,bright,6.50605
310,12279.1,0.566342,0.841342,55785,5c4807e2ec38be0001b19ae1,frown,dark,bright,7.63418
311,5737.06,0.58704,0.81204,61524,5c4807e2ec38be0001b19ae1,frown,dark,bright,7.70403
312,6727,0.531309,0.281309,68253,5c4807e2ec38be0001b19ae1,frown,dark,dim,1.13094
313,NULL,NULL,NULL,2675,5c4d905b5b2e710001468d51,frown,light,NULL,NULL
314,6058,0.600227,0.600227,8737,5c4d905b5b2e710001468d51,frown,light,NULL,NULL
315,65627,0.85,0.922654,74368,5c4d905b5b2e710001468d51,frown,light,bright,0.7
316,15788,0.911287,0.761287,90160,5c4d905b5b2e710001468d51,frown,light,dim,3.82875
317,9136,0.899681,0.899681,99298,5c4d905b5b2e710001468d51,frown,light,bright,1.16812
318,12467,0.896501,0.646501,111768,5c4d905b5b2e710001468d51,frown,light,dim,0.85014
319,7147,0.915188,0.790188,118918,5c4d905b5b2e710001468d51,frown,light,dim,4.21884
320,5411,0.870404,0.895404,124332,5c4d905b5b2e710001468d51,frown,light,bright,2.74038
321,NULL,NULL,NULL,3278,5cb134016369f400015b89a4,smile,medium,NULL,NULL
322,20930.3,0.88533,0.88533,24212,5cb134016369f400015b89a4,smile,medium,NULL,NULL
323,6723.8,0.631109,0.556109,30938,5cb134016369f400015b89a4,smile,medium,dim,-4.48905
324,8340,0.74447,0.91947,39280,5cb134016369f400015b89a4,smile,medium,bright,6.84698
325,6059.5,0.60676,0.48176,45342,5cb134016369f400015b89a4,smile,medium,dim,-6.02404
326,11857.6,0.639167,0.914167,57202,5cb134016369f400015b89a4,smile,medium,bright,-3.68334
327,12234,0.63929,0.0142901,69439,5cb134016369f400015b89a4,smile,medium,dim,-3.67099
328,7514.9,0.725613,0.950613,76959,5cb134016369f400015b89a4,smile,medium,bright,5.86127
329,NULL,NULL,NULL,2891,5ba8effa7c0ebe0001274bb2,smile,dark,NULL,NULL
330,19727.2,0.797954,0.797954,22624,5ba8effa7c0ebe0001274bb2,smile,dark,NULL,NULL
331,10312.7,0.496916,0.896916,32938,5ba8effa7c0ebe0001274bb2,smile,dark,bright,-2.30836
332,7904.6,0.406965,0.156965,40843,5ba8effa7c0ebe0001274bb2,smile,dark,dim,-10.3035
333,4804.88,0.422978,0.172978,45649,5ba8effa7c0ebe0001274bb2,smile,dark,dim,-6.70219
334,7643.64,0.487844,0.912844,53293,5ba8effa7c0ebe0001274bb2,smile,dark,bright,-3.21558
335,3877.03,0.468499,0.993499,57171,5ba8effa7c0ebe0001274bb2,smile,dark,bright,-4.15005
336,3667.23,0.429966,0.329966,60839,5ba8effa7c0ebe0001274bb2,smile,dark,dim,-6.00341
337,NULL,NULL,NULL,2263,5621cf44ed6e5a000bc7efd1,frown,light,NULL,NULL
338,13445.2,0.513536,0.413536,15716,5621cf44ed6e5a000bc7efd1,frown,light,NULL,NULL
339,5317.87,0.865918,0.890918,21036,5621cf44ed6e5a000bc7efd1,frown,light,bright,2.29181
340,3806.22,0.92014,0.97014,24844,5621cf44ed6e5a000bc7efd1,frown,light,bright,3.21397
341,19446.2,0.875863,0.000863161,44292,5621cf44ed6e5a000bc7efd1,frown,light,dim,-1.21368
342,3622.63,0.823655,0.773655,47915,5621cf44ed6e5a000bc7efd1,frown,light,dim,-4.93454
343,6639.1,0.905986,0.0559861,54555,5621cf44ed6e5a000bc7efd1,frown,light,dim,6.29861
344,3078.8,0.860609,0.885609,57636,5621cf44ed6e5a000bc7efd1,frown,light,bright,-1.2391
345,NULL,NULL,NULL,3816,5a016d7cff266c0001d1f473,frown,medium,NULL,NULL
346,20436.5,0.553171,0.553171,24255,5a016d7cff266c0001d1f473,frown,medium,NULL,NULL
347,14988.2,0.721433,0.221433,39244,5a016d7cff266c0001d1f473,frown,medium,dim,4.54333
348,8804.51,0.684234,0.709234,48050,5a016d7cff266c0001d1f473,frown,medium,bright,0.823416
349,6841.1,0.699204,0.699204,54892,5a016d7cff266c0001d1f473,frown,medium,bright,2.32042
350,12159,0.698237,0.448237,67052,5a016d7cff266c0001d1f473,frown,medium,dim,2.22373
351,15806.9,0.70097,0.95097,82860,5a016d7cff266c0001d1f473,frown,medium,bright,3.39699
352,24508.4,0.696335,0.396335,107370,5a016d7cff266c0001d1f473,frown,medium,dim,2.93347
353,NULL,NULL,NULL,4549,5c1b927f3c08ba000171621a,frown,dark,NULL,NULL
354,29989.4,0.477236,0.677236,34543,5c1b927f3c08ba000171621a,frown,dark,NULL,NULL
355,22871.8,0.348233,0.0482326,57419,5c1b927f3c08ba000171621a,frown,dark,dim,-17.1767
356,13319.5,0.448838,0.648838,70741,5c1b927f3c08ba000171621a,frown,dark,bright,-4.11623
357,14103.2,0.472411,0.672411,84846,5c1b927f3c08ba000171621a,frown,dark,bright,-3.75886
358,8396.41,0.424382,0.649382,93245,5c1b927f3c08ba000171621a,frown,dark,bright,-6.56179
359,13966.2,0.489856,0.164856,107213,5c1b927f3c08ba000171621a,frown,dark,dim,-2.01441
360,17702,0.487433,0.0624334,124916,5c1b927f3c08ba000171621a,frown,dark,dim,-3.25666
361,NULL,NULL,NULL,4425,5c6ec19fcbd1430001a03d5d,smile,dark,NULL,NULL
362,17634.3,0.453274,0.153274,22061,5c6ec19fcbd1430001a03d5d,smile,dark,NULL,NULL
363,20062.3,0.325,0.628394,42125,5c6ec19fcbd1430001a03d5d,smile,dark,bright,-19.5
364,8097.44,0.539992,0.489992,50223,5c6ec19fcbd1430001a03d5d,smile,dark,dim,4.99921
365,10042.3,0.331283,0.706283,60267,5c6ec19fcbd1430001a03d5d,smile,dark,bright,-17.8717
366,9448.82,0.431085,0.206085,69716,5c6ec19fcbd1430001a03d5d,smile,dark,dim,-5.89154
367,22875.8,0.5,0.785216,92593,5c6ec19fcbd1430001a03d5d,smile,dark,bright,-1
368,8924.92,0.313945,0.213945,101519,5c6ec19fcbd1430001a03d5d,smile,dark,dim,-20.6055
369,NULL,NULL,NULL,8212,5cad3f0f39ebee0016604535,frown,light,NULL,NULL
370,18474.6,0.504405,0.354405,26690,5cad3f0f39ebee0016604535,frown,light,NULL,NULL
371,24022,0.915765,0.990765,50703,5cad3f0f39ebee0016604535,frown,light,bright,4.27655
372,10598.3,0.896401,0.946401,61303,5cad3f0f39ebee0016604535,frown,light,bright,0.84007
373,15262.6,0.927852,0.827852,76567,5cad3f0f39ebee0016604535,frown,light,dim,3.9852
374,23118.6,0.912381,0.537381,99687,5cad3f0f39ebee0016604535,frown,light,dim,3.93807
375,8110.91,0.830235,0.930235,107810,5cad3f0f39ebee0016604535,frown,light,bright,-1.27653
376,6758.27,0.863442,0.813442,114569,5cad3f0f39ebee0016604535,frown,light,dim,2.04425
377,NULL,NULL,NULL,2767,5cb3375483405900195c6680,smile,light,NULL,NULL
378,30211.1,0.514537,0.764537,32981,5cb3375483405900195c6680,smile,light,NULL,NULL
379,5429.6,0.836253,0.986253,38413,5cb3375483405900195c6680,smile,light,bright,-0.674738
380,9509.4,0.860395,0.310395,47924,5cb3375483405900195c6680,smile,light,dim,-2.76053
381,4126.28,0.879262,0.804262,52052,5cb3375483405900195c6680,smile,light,dim,-0.873786
382,6998.8,0.840454,0.665454,59052,5cb3375483405900195c6680,smile,light,dim,-0.254562
383,4717.66,0.922442,0.947442,63771,5cb3375483405900195c6680,smile,light,bright,4.94424
384,5374.53,0.923732,0.873732,69147,5cb3375483405900195c6680,smile,light,bright,5.07324
385,NULL,NULL,NULL,4860,5cb3a17753fdcc0017859819,frown,medium,NULL,NULL
386,23418.4,0.538319,0.438319,28282,5cb3a17753fdcc0017859819,frown,medium,NULL,NULL
387,24670.6,0.629997,0.429997,52958,5cb3a17753fdcc0017859819,frown,medium,dim,-3.70031
388,16262.2,0.699209,0.949209,69224,5cb3a17753fdcc0017859819,frown,medium,bright,2.32086
389,13226.7,0.706801,0.0818006,82453,5cb3a17753fdcc0017859819,frown,medium,dim,3.08006
390,16532.6,0.662326,0.362326,98987,5cb3a17753fdcc0017859819,frown,medium,dim,-1.36744
391,14612.4,0.710215,0.985215,113601,5cb3a17753fdcc0017859819,frown,medium,bright,4.3215
392,7969.06,0.735602,0.960602,121572,5cb3a17753fdcc0017859819,frown,medium,bright,5.96021
393,NULL,NULL,NULL,4037,5c76d04c2e2df80001d425e1,frown,dark,NULL,NULL
394,3165.76,0.350368,0.350368,7209,5c76d04c2e2df80001d425e1,frown,dark,NULL,NULL
395,36036.2,0.489808,0.714808,43249,5c76d04c2e2df80001d425e1,frown,dark,bright,-3.01923
396,22713.6,0.518555,0.918555,65966,5c76d04c2e2df80001d425e1,frown,dark,bright,-0.144535
397,24997.2,0.473579,0.848579,90965,5c76d04c2e2df80001d425e1,frown,dark,bright,-3.64211
398,7853.65,0.465546,0.415546,98822,5c76d04c2e2df80001d425e1,frown,dark,dim,-2.44541
399,9034.13,0.490477,0.465477,107859,5c76d04c2e2df80001d425e1,frown,dark,dim,-1.95234
400,9074.71,0.459304,0.434304,116938,5c76d04c2e2df80001d425e1,frown,dark,dim,-3.06962
401,NULL,NULL,NULL,2816,56bf70234ec594000537046b,smile,dark,NULL,NULL
402,9535.4,0.544618,0.544618,12355,56bf70234ec594000537046b,smile,dark,NULL,NULL
403,7153.6,0.609349,0.759349,19512,56bf70234ec594000537046b,smile,dark,bright,8.93489
404,2656.7,0.392763,0.392763,22173,56bf70234ec594000537046b,smile,dark,dim,-9.72373
405,8265.1,0.423339,0.0483386,30440,56bf70234ec594000537046b,smile,dark,dim,-6.66614
406,3958.7,0.51884,0.44384,34402,56bf70234ec594000537046b,smile,dark,dim,0.884038
407,3946.8,0.556958,0.606958,38352,56bf70234ec594000537046b,smile,dark,bright,4.69577
408,3259.1,0.538079,0.563079,41614,56bf70234ec594000537046b,smile,dark,bright,1.80791
409,NULL,NULL,NULL,5209,5bb7126c6f74340001e8974a,smile,medium,NULL,NULL
410,34190.9,0.491071,0.641071,39402,5bb7126c6f74340001e8974a,smile,medium,NULL,NULL
411,17623.2,0.677025,0.652025,57028,5bb7126c6f74340001e8974a,smile,medium,dim,1.00254
412,26582.1,0.666866,0.0668659,83612,5bb7126c6f74340001e8974a,smile,medium,dim,-0.913407
413,8802.38,0.702132,0.777132,92415,5bb7126c6f74340001e8974a,smile,medium,bright,2.6132
414,10016.4,0.685021,0.610021,102433,5bb7126c6f74340001e8974a,smile,medium,dim,0.902061
415,19592.6,0.697916,0.947916,122028,5bb7126c6f74340001e8974a,smile,medium,bright,2.19157
416,14650.4,0.681979,0.706979,136680,5bb7126c6f74340001e8974a,smile,medium,bright,1.49787
417,NULL,NULL,NULL,10427,5c52fcd21736e3000139abfa,frown,light,NULL,NULL
418,38015.6,0.486693,0.436693,48445,5c52fcd21736e3000139abfa,frown,light,NULL,NULL
419,9329.86,0.847232,0.697232,57777,5c52fcd21736e3000139abfa,frown,light,dim,0.423222
420,7968.48,0.918941,0.968941,65747,5c52fcd21736e3000139abfa,frown,light,bright,3.09412
421,14080.8,0.900358,0.450358,79828,5c52fcd21736e3000139abfa,frown,light,dim,2.73581
422,4174.88,0.908246,0.908246,84005,5c52fcd21736e3000139abfa,frown,light,bright,3.52456
423,7715.04,0.895937,0.995937,91721,5c52fcd21736e3000139abfa,frown,light,bright,0.793732
424,6227.9,0.788922,0.738922,97950,5c52fcd21736e3000139abfa,frown,light,dim,-5.40778
425,NULL,NULL,NULL,3895,5cb33edd14235c00153203d0,frown,dark,NULL,NULL
426,18066,0.95,0.516346,21964,5cb33edd14235c00153203d0,frown,dark,NULL,NULL
427,10887,0.4,0.197829,32853,5cb33edd14235c00153203d0,frown,dark,dim,-11
428,3460,0.549997,0.599997,36316,5cb33edd14235c00153203d0,frown,dark,bright,2.99972
429,5284,0.541751,0.666751,41602,5cb33edd14235c00153203d0,frown,dark,bright,5.17509
430,4931,0.470884,0.370884,46534,5cb33edd14235c00153203d0,frown,dark,dim,-3.91163
431,3629,0.490165,0.190165,50166,5cb33edd14235c00153203d0,frown,dark,dim,-2.98346
432,5072,0.425,0.818393,55240,5cb33edd14235c00153203d0,frown,dark,bright,-6.5
433,NULL,NULL,NULL,2581,5bf8780c0b616400019ca6a6,smile,medium,NULL,NULL
434,3297.2,0.771652,0.771652,5880,5bf8780c0b616400019ca6a6,smile,medium,NULL,NULL
435,25414.7,0.675,0.73075,31297,5bf8780c0b616400019ca6a6,smile,medium,bright,-0.1
436,10902.1,0.65,0.0539516,42203,5bf8780c0b616400019ca6a6,smile,medium,dim,-2.6
437,5003.45,0.673424,0.723424,47208,5bf8780c0b616400019ca6a6,smile,medium,bright,-0.25761
438,5461.78,0.645372,0.395372,52671,5bf8780c0b616400019ca6a6,smile,medium,dim,-3.06279
439,3920.21,0.603677,0.728677,56593,5bf8780c0b616400019ca6a6,smile,medium,bright,-6.33234
440,8208.73,0.628832,0.253832,64803,5bf8780c0b616400019ca6a6,smile,medium,dim,-3.81681
441,NULL,NULL,NULL,5071,5c7e7d92274125000179f2f0,frown,medium,NULL,NULL
442,45286,0.515993,0.515993,50361,5c7e7d92274125000179f2f0,frown,medium,NULL,NULL
443,32319,0.627868,0.752868,82684,5c7e7d92274125000179f2f0,frown,medium,bright,-4.8132
444,13121,0.691207,0.591207,95811,5c7e7d92274125000179f2f0,frown,medium,dim,1.52069
445,12358,0.674964,0.924964,108172,5c7e7d92274125000179f2f0,frown,medium,bright,0.796437
446,13934,0.653105,0.878105,122107,5c7e7d92274125000179f2f0,frown,medium,bright,-2.28949
447,22973,0.613097,0.138097,145083,5c7e7d92274125000179f2f0,frown,medium,dim,-6.29031
448,11306,0.66601,0.66601,156391,5c7e7d92274125000179f2f0,frown,medium,dim,-0.0989946
449,NULL,NULL,NULL,4191,5984ffe2eef500000111d783,smile,dark,NULL,NULL
450,18083,0.503649,0.903649,22277,5984ffe2eef500000111d783,smile,dark,NULL,NULL
451,7451,0.493536,0.443536,29733,5984ffe2eef500000111d783,smile,dark,dim,-1.64644
452,11821,0.446436,0.196436,41556,5984ffe2eef500000111d783,smile,dark,dim,-4.35635
453,10093,0.481272,0.831272,51652,5984ffe2eef500000111d783,smile,dark,bright,-2.87275
454,7830,0.587797,0.762797,59484,5984ffe2eef500000111d783,smile,dark,bright,6.77965
455,10318,0.529773,0.0797725,69804,5984ffe2eef500000111d783,smile,dark,dim,0.977254
456,8838,0.429972,0.929972,78644,5984ffe2eef500000111d783,smile,dark,bright,-6.00278
457,NULL,NULL,NULL,3579,5c2e66ed363a6500014a92db,frown,light,NULL,NULL
458,5756.23,0.0466979,0.0466979,9342,5c2e66ed363a6500014a92db,frown,light,NULL,NULL
459,14629.3,0.862436,0.712436,23979,5c2e66ed363a6500014a92db,frown,light,dim,-2.55643
460,5871.36,0.838495,0.913495,29853,5c2e66ed363a6500014a92db,frown,light,bright,-3.45047
461,2899.26,0.827888,0.852888,32756,5c2e66ed363a6500014a92db,frown,light,bright,-1.51125
462,2058.41,0.879282,0.904282,34817,5c2e66ed363a6500014a92db,frown,light,bright,-0.871753
463,7719.39,0.76506,0.21506,42539,5c2e66ed363a6500014a92db,frown,light,dim,-10.794
464,4660.67,0.770956,0.545956,47202,5c2e66ed363a6500014a92db,frown,light,dim,-7.20444
465,NULL,NULL,NULL,3989,5c0ae27afb5111000128c128,frown,medium,NULL,NULL
466,57376,0.571361,0.421361,61368,5c0ae27afb5111000128c128,frown,medium,NULL,NULL
467,14022.6,0.731979,0.931979,75391,5c0ae27afb5111000128c128,frown,medium,bright,5.59792
468,10985,0.755567,0.730567,86377,5c0ae27afb5111000128c128,frown,medium,bright,7.95671
469,2829.25,0.728514,0.728514,89207,5c0ae27afb5111000128c128,frown,medium,bright,5.25139
470,8968.2,0.760362,0.585362,98176,5c0ae27afb5111000128c128,frown,medium,dim,9.3362
471,6179.15,0.749622,0.574622,104356,5c0ae27afb5111000128c128,frown,medium,dim,8.26217
472,7494.13,0.75,0.0223738,111851,5c0ae27afb5111000128c128,frown,medium,dim,7.4
473,NULL,NULL,NULL,4337,5b84976a449ef2000114aadc,frown,dark,NULL,NULL
474,25088.3,0.492643,0.742643,29431,5b84976a449ef2000114aadc,frown,dark,NULL,NULL
475,8590.47,0.482346,0.332346,38023,5b84976a449ef2000114aadc,frown,dark,dim,-0.765446
476,5406.73,0.446749,0.346749,43430,5b84976a449ef2000114aadc,frown,dark,dim,-7.32505
477,3863.54,0.527941,0.652941,47295,5b84976a449ef2000114aadc,frown,dark,bright,1.79412
478,3895.13,0.514791,0.714791,51191,5b84976a449ef2000114aadc,frown,dark,bright,-0.520905
479,4271.05,0.40789,0.25789,55463,5b84976a449ef2000114aadc,frown,dark,dim,-8.21099
480,5935.17,1,0.981768,61399,5b84976a449ef2000114aadc,frown,dark,bright,49
481,NULL,NULL,NULL,6166,5c898a38f7ab04000142af4c,smile,medium,NULL,NULL
482,21722.8,0.482176,0.282176,27894,5c898a38f7ab04000142af4c,smile,medium,NULL,NULL
483,8256.47,0.650071,0.700071,36152,5c898a38f7ab04000142af4c,smile,medium,bright,-2.59292
484,11444.1,0.687823,0.287823,47597,5c898a38f7ab04000142af4c,smile,medium,dim,1.18233
485,6500.45,0.67252,0.77252,54098,5c898a38f7ab04000142af4c,smile,medium,bright,-0.34801
486,11405.5,0.669275,0.919275,65505,5c898a38f7ab04000142af4c,smile,medium,bright,-0.672473
487,7378.56,0.662767,0.412767,72884,5c898a38f7ab04000142af4c,smile,medium,dim,-0.423301
488,14772.9,0.695942,0.370942,87658,5c898a38f7ab04000142af4c,smile,medium,dim,2.89423
489,NULL,NULL,NULL,3165,565248ccfea9c60012c5cc62,frown,light,NULL,NULL
490,14189,0.178315,0.178315,17357,565248ccfea9c60012c5cc62,frown,light,NULL,NULL
491,7085,0.855154,0.855154,24446,565248ccfea9c60012c5cc62,frown,light,bright,1.21541
492,9822,0.846476,0.121476,34272,565248ccfea9c60012c5cc62,frown,light,dim,-2.65237
493,6655,0.903493,0.978493,40929,565248ccfea9c60012c5cc62,frown,light,bright,1.54926
494,6584,0.818314,0.0433138,47514,565248ccfea9c60012c5cc62,frown,light,dim,-2.46862
495,7783,0.864778,0.564778,55298,565248ccfea9c60012c5cc62,frown,light,dim,-0.822155
496,4046,0.913673,0.938673,59348,565248ccfea9c60012c5cc62,frown,light,bright,2.56729
497,NULL,NULL,NULL,3721,5ac69be7f69e940001d99041,smile,dark,NULL,NULL
498,8337.56,0.526351,0.526351,12064,5ac69be7f69e940001d99041,smile,dark,NULL,NULL
499,6840.15,0.520595,0.895595,18908,5ac69be7f69e940001d99041,smile,dark,bright,3.05952
500,7734.31,0.493811,0.243811,26645,5ac69be7f69e940001d99041,smile,dark,dim,0.381067
501,7161.46,0.508329,0.608329,33809,5ac69be7f69e940001d99041,smile,dark,bright,-1.16709
502,7437.46,0.481917,0.356917,41249,5ac69be7f69e940001d99041,smile,dark,dim,-3.80834
503,6363.95,0.517736,0.242736,47615,5ac69be7f69e940001d99041,smile,dark,dim,0.773596
504,8404.72,0.483083,0.783083,56022,5ac69be7f69e940001d99041,smile,dark,bright,-2.69166
505,NULL,NULL,NULL,2926,5b783048d09ed10001de84fe,frown,light,NULL,NULL
506,4746.34,0.392729,0.392729,7674,5b783048d09ed10001de84fe,frown,light,NULL,NULL
507,9413.86,0.674793,0.0997934,17089,5b783048d09ed10001de84fe,frown,light,dim,-16.8207
508,3198.73,0.799728,0.524728,20289,5b783048d09ed10001de84fe,frown,light,dim,-7.32719
509,4608.48,0.818818,0.968818,24899,5b783048d09ed10001de84fe,frown,light,bright,-5.41817
510,5015.77,0.795345,0.395345,29916,5b783048d09ed10001de84fe,frown,light,dim,-9.26547
511,3603.7,0.863651,0.988651,33520,5b783048d09ed10001de84fe,frown,light,bright,-2.43491
512,1288.09,0.890196,0.890196,34810,5b783048d09ed10001de84fe,frown,light,bright,4.7196
513,NULL,NULL,NULL,6982,5c8983c75aa8120015acd4d7,frown,dark,NULL,NULL
514,13007.2,0.112429,0.112429,19991,5c8983c75aa8120015acd4d7,frown,dark,NULL,NULL
515,20878.3,0.453294,0.903294,40872,5c8983c75aa8120015acd4d7,frown,dark,bright,-5.67061
516,5320.73,0.486517,0.636517,46194,5c8983c75aa8120015acd4d7,frown,dark,bright,-3.34833
517,6710.88,0.438829,0.663829,52906,5c8983c75aa8120015acd4d7,frown,dark,bright,-5.11709
518,7536.98,0.433514,0.233514,60444,5c8983c75aa8120015acd4d7,frown,dark,dim,-5.64858
519,5357.06,0.463126,0.388126,65802,5c8983c75aa8120015acd4d7,frown,dark,dim,-5.6874
520,10039,0.461981,0.0119807,75842,5c8983c75aa8120015acd4d7,frown,dark,dim,-4.80193
521,NULL,NULL,NULL,7448,55bdabccfdf99b6f9d399935,smile,light,NULL,NULL
522,13931,0.476289,0.476289,21382,55bdabccfdf99b6f9d399935,smile,light,NULL,NULL
523,15717.1,0.856603,0.881603,37102,55bdabccfdf99b6f9d399935,smile,light,bright,1.36027
524,14486,0.898797,0.0737974,51588,55bdabccfdf99b6f9d399935,smile,light,dim,1.07974
525,4758.39,0.910118,0.835118,56348,55bdabccfdf99b6f9d399935,smile,light,dim,3.71178
526,9022.58,0.9,0.0559386,65372,55bdabccfdf99b6f9d399935,smile,light,dim,1.2
527,4230.44,0.909831,0.884831,69604,55bdabccfdf99b6f9d399935,smile,light,bright,3.68306
528,4142.46,0.877102,0.852102,73748,55bdabccfdf99b6f9d399935,smile,light,bright,3.41019
529,NULL,NULL,NULL,3764,5c1443d21f6f150001494f6a,frown,medium,NULL,NULL
530,21457.2,0.5,0.951925,25223,5c1443d21f6f150001494f6a,frown,medium,NULL,NULL
531,10798.5,0.693287,0.0932873,36023,5c1443d21f6f150001494f6a,frown,medium,dim,1.72873
532,6666.23,0.683099,0.733099,42690,5c1443d21f6f150001494f6a,frown,medium,bright,1.60988
533,8701.13,0.673998,0.573998,51392,5c1443d21f6f150001494f6a,frown,medium,dim,-0.200181
534,10185.2,0.689155,0.189155,61578,5c1443d21f6f150001494f6a,frown,medium,dim,1.31554
535,4145.23,0.68109,0.80609,65724,5c1443d21f6f150001494f6a,frown,medium,bright,0.509001
536,4167.1,0.705264,0.730264,69892,5c1443d21f6f150001494f6a,frown,medium,bright,3.8264
537,NULL,NULL,NULL,3025,5af107100eca060001b13ff2,smile,medium,NULL,NULL
538,25573.4,0.573462,0.573462,28601,5af107100eca060001b13ff2,smile,medium,NULL,NULL
539,10439.2,0.6728,0.3478,39044,5af107100eca060001b13ff2,smile,medium,dim,-0.319973
540,7880.46,0.687954,0.362954,46927,5af107100eca060001b13ff2,smile,medium,dim,1.19543
